	T0_Rep1	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
ODF2L_-_86861551.23-P1P2	0	0	0	1	0
ODF3_+_196780.23-P1P2	0	0	1	0	0
OGFOD3_-_80376428.23-P1P2	1	2	1	1	1
OGFRL1_-_71998743.23-P1P2	1	0	0	0	1
OLA1_+_175113173.23-P1P2	0	0	0	2	0
OLR1_+_10324234.23-P1P2	0	3	0	1	0
OMD_+_95186197.23-P1P2	0	0	0	1	0
OMG_-_29624224.23-P1P2	0	3	2	1	0
ONECUT3_-_1753938.23-P1P2	0	2	0	1	1
OPN5_-_47755262.23-P1P2	0	0	1	1	0
OPTC_+_203465130.23-P2	0	0	0	1	0
OR10G8_+_123900643.23-ENST00000431524.1	0	2	0	0	0
OR10J1_+_159409832.23-ENST00000423932.3	0	0	0	1	0
OR10K2_+_158390220.23-ENST00000314902.2	0	2	1	0	0
OR11L1_-_248005209.23-ENST00000355784.2	0	0	1	0	1
OR13C9_+_107380419.23-ENST00000259362.1	1	0	0	0	0
OR13F1_-_107266908.23-ENST00000334726.2	1	0	1	0	0
OR2A25_-_143771316.23-ENST00000408898.2	1	0	0	0	0
OR2A25_-_143771448.23-ENST00000408898.2	0	0	0	1	0
OR2B6_-_27925083.23-ENST00000244623.1	1	0	0	0	1
OR2K2_+_114090647.23-ENST00000302681.1	1	0	2	0	0
OR2L3_-_248224302.23-ENST00000359959.3	1	0	0	0	0
OR2M2_+_248343353.23-ENST00000359682.2	0	0	1	0	0
OR2M2_+_248343379.23-ENST00000359682.2	1	0	1	0	1
OR2M7_+_248487880.23-ENST00000317965.2	1	1	1	0	0
OR2T12_-_248458808.23-ENST00000317996.1	0	0	0	1	0
OR2Y1_-_180166630.23-ENST00000307832.2	0	1	0	1	0
OR3A1_-_3195766.23-ENST00000323404.1	1	0	0	0	0
OR4C3_-_48346633.23-ENST00000319856.4	1	0	0	1	0
OR4C6_+_55425817.23-P1P2	2	4	8	7	2
OR4D2_-_56247040.23-ENST00000545221.1	0	0	0	1	0
OR4E2_-_22133299.23-ENST00000408935.1	0	0	1	1	0
OR4M1_-_20248547.23-ENST00000315957.4	0	0	0	1	1
OR4S2_-_55418820.23-ENST00000312422.2	4	0	1	7	1
OR4X1_+_48285884.23-ENST00000320048.1	1	0	0	0	0
OR51A4_-_4968377.23-ENST00000380373.2	1	0	0	2	0
OR51A7_+_4928666.23-ENST00000359350.4	0	1	1	0	1
OR51B2_-_5345540.23-ENST00000328813.2	0	2	1	1	0
OR51D1_+_4660988.23-ENST00000357605.2	0	0	0	1	0
OR51E2_-_4718979.23-P1P2	1	0	1	0	0
OR52D1_+_5509976.23-ENST00000322641.5	0	1	0	0	1
OR52D1_+_5510012.23-ENST00000322641.5	2	1	1	0	0
OR52E8_+_5878950.23-ENST00000537935.1	3	0	1	0	0
OR52L1_+_6007827.23-ENST00000332249.4	0	1	0	0	0
OR52R1_-_4825569.23-ENST00000356069.2	1	0	1	2	0
OR56A5_-_5989256.23-NM_001146033	0	0	2	3	0
OR5A1_+_59211046.23-ENST00000302030.2	1	0	1	0	0
OR5AK2_-_56756398.23-ENST00000326855.2	2	1	3	3	2
OR5B17_-_58126472.23-ENST00000357377.3	0	0	0	0	1
OR5B3_-_58170653.23-ENST00000309403.2	0	0	1	0	0
OR5K1_-_98188423.23-ENST00000332650.5	0	2	3	6	0
OR5K2_+_98216487.23-ENST00000427338.1	13	2	1	2	4
OR5P3_-_7847243.23-ENST00000328375.1	1	0	0	0	0
OR6C6_-_55688703.23-ENST00000358433.2	0	0	0	1	0
OR6C68_+_55886625.23-ENST00000548615.1	1	0	1	2	1
OR6N2_-_158747383.23-ENST00000339258.1	0	1	0	1	0
OR7D2_+_9296529.23-ENST00000344248.2	0	1	0	1	2
OR7G2_-_9213846.23-ENST00000305456.2	0	1	0	0	0
OR7G3_-_9237553.23-ENST00000305444.2	0	0	0	2	0
OR8J3_+_55904839.23-ENST00000301529.1	1	0	0	0	0
ORM2_+_117092591.23-ENST00000431067.2	0	2	0	0	0
OSBPL1A_+_21977712.23-P1P2	10	0	1	1	1
OSBPL5_+_3186456.23-P1P2	0	1	0	0	0
OSGIN2_-_90914850.23-P1P2	1	1	0	0	0
OSTC_+_109572000.23-P1P2	0	1	0	0	3
OTOG_-_17569186.23-P1P2	0	0	1	0	0
OXCT2_+_40236946.23-P1P2	0	0	0	1	0
OXR1_+_107670110.23-ENST00000312046.6	0	1	0	0	0
OXSM_+_25831729.23-P1P2	0	0	2	0	0
P2RX7_+_121571112.23-P1P2	0	0	0	1	0
P2RY13_+_151046901.23-P1P2	1	0	0	0	0
P4HA1_-_74856579.23-P1P2	1	3	3	0	0
P4HA3_-_74022265.23-P1P2	0	3	0	1	0
PABPC4L_-_135122627.23-P1P2	0	0	0	0	2
PABPN1L_-_88932569.23-ENST00000419291.2	0	0	1	0	0
PACSIN2_-_43410906.23-P1P2	1	0	2	2	1
PACSIN2_+_43411127.23-P1P2	0	0	1	0	0
PACSIN3_+_47207214.23-P1P2	0	1	0	0	2
PADI1_-_17531689.23-P1P2	1	1	0	0	0
PADI2_-_17445902.23-P1P2	0	0	1	0	1
PAFAH2_-_26324345.23-P1P2	0	3	2	0	1
PAIP2_+_138677606.23-P1P2	0	0	1	1	1
PAPL_-_39575040.23-P1P2	0	1	0	1	1
PAQR3_-_79860098.23-P1P2	0	0	0	1	0
PAQR5_-_69591329.23-P1P2	0	0	0	2	1
PAQR9_-_142681989.23-P1P2	0	1	0	1	0
PAQR9_+_142682432.23-P1P2	1	0	1	0	1
PARD6B_+_49348204.23-P1P2	0	0	0	0	1
PARL_+_183602264.23-P1P2	0	0	0	0	1
PARP15_-_122296715.23-P1P2	0	1	0	0	0
PATL1_+_59436044.23-P1P2	1	0	2	0	1
PATZ1_-_31742319.23-P1	0	1	0	0	0
PAX3_+_223163242.23-P1P2	1	0	0	0	0
PAX8_+_114036426.23-P1P2	0	1	0	0	1
PAX9_-_37131467.23-P1	0	2	3	2	2
PBLD_-_70066255.23-P2	1	0	0	0	0
PBX2_+_32157738.23-P1P2	0	1	0	0	0
PCCA_-_100741752.23-P1P2	1	1	2	1	2
PCDH12_-_141337673.23-P1P2	0	0	0	1	1
PCDH12_+_141337752.23-P1P2	1	2	1	2	2
PCDHA12_+_140255030.23-P1P2	0	0	2	3	1
PCDHA13_-_140261803.23-P1P2	1	0	0	0	0
PCDHB16_-_140562343.23-P1P2	0	0	0	1	0
PCDHB6_-_140529631.23-P1P2	0	1	0	0	0
PCDHGA4_+_140734808.23-P1P2	0	0	1	0	1
PCDHGB5_+_140777560.23-P1P2	1	0	1	2	0
PCDP1_-_120302086.23-P1P2	0	0	0	1	0
PCGF1_+_74734396.23-P1P2	0	0	0	1	0
PCMTD1_+_52811587.23-P1P2	1	0	0	1	1
PCNA_-_5100552.23-P1P2	0	1	1	1	0
PCNP_-_101293419.23-P1P2	0	1	1	1	0
PCNX_+_71374677.23-P1P2	1	0	0	0	0
PCOLCE_+_100200388.23-P1P2	0	1	1	1	0
PCOLCE_+_100200412.23-P1P2	0	0	1	0	0
PCSK4_-_1490285.23-P1P2	1	0	0	1	0
PCTP_+_53828832.23-P1P2	2	2	0	1	1
PCYOX1_+_70485689.23-P1P2	0	0	0	1	0
PDCD4_-_112631702.23-P1	0	1	0	0	0
PDCD4_+_112657979.23-P2	0	2	0	0	0
PDCD5_-_33072142.23-P1P2	2	2	0	0	0
PDCD6_+_271842.23-P1P2	0	0	0	1	0
PDCL2_+_56458372.23-P1P2	1	0	0	0	1
PDE11A_+_178937216.23-P1P2	2	0	1	0	0
PDE1B_-_54943464.23-P1	2	0	0	1	2
PDE1B_-_54955310.23-P2	1	2	0	0	1
PDE1B_+_54955298.23-P2	0	1	0	2	0
PDE2A_+_72385393.23-ENST00000334456.5	1	0	0	0	0
PDE4A_-_10541932.23-P2	0	0	1	0	0
PDE4C_+_18366113.23-P1	0	1	0	1	0
PDE5A_-_120549440.23-P1P2	0	2	0	0	0
PDE8A_-_85523738.23-P2	0	0	0	0	1
PDE8A_+_85523698.23-P2	0	1	0	2	0
PDGFC_-_157892924.23-P1P2	0	0	0	0	1
PDGFRL_-_17435141.23-P1P2	0	1	0	0	1
PDIA4_+_148725142.23-P1P2	0	0	1	0	0
PDK4_-_95225897.23-P1P2	4	1	0	2	1
PDLIM3_+_186456603.23-P1P2	54	28	13	82	114
PDLIM7_+_176924592.23-P1	0	0	1	0	0
PDP1_+_94929358.23-P1P2	1	0	0	0	0
PDPR_+_70148140.23-P1P2	2	1	0	3	2
PDPR_+_70148649.23-P1P2	0	0	0	1	0
PDRG1_+_30539358.23-P1P2	0	0	0	2	0
PDS5B_+_33161035.23-P1P2	0	0	1	0	1
PDXDC1_+_15068850.23-P1P2	0	0	0	0	1
PDXK_+_45139322.23-P1P2	1	0	0	1	1
PDZD4_+_153096327.23-P1P2	0	0	0	1	0
PDZD9_+_22012426.23-P1P2	0	1	0	1	1
PDZRN3_-_73674040.23-P1P2	1	3	1	0	0
PER1_+_8055707.23-P2	1	1	0	0	0
PERP_-_138428142.23-P1P2	0	1	0	0	0
PEX12_+_33905510.23-P1P2	32	0	1	6	7
PEX26_+_18561170.23-P1P2	0	0	1	1	0
PEX6_-_42946857.23-P1P2	0	0	1	0	0
PF4_-_74847637.23-P1P2	2	2	5	5	3
PF4_-_74847656.23-P1P2	1	0	0	0	0
PFDN6_+_33257807.23-P1P2	0	1	0	0	0
PFKL_-_45725095.23-P2	1	0	0	1	0
PGA5_+_61017333.23-P1P2	0	0	0	2	0
PGAM2_+_44105142.23-P1P2	3	1	1	0	0
PGAP1_-_197791070.23-P1P2	2	0	2	4	1
PGAP2_-_3819191.23-P1	0	0	0	0	1
PGAP3_+_37844251.23-P1P2	1	0	0	0	0
PGLYRP2_+_15589912.23-P1P2	2	0	0	0	0
PGM1_-_64059050.23-P1P2	0	0	1	0	0
PGM2L1_-_74109058.23-P1P2	0	0	1	0	1
PGM3_-_83902932.23-P1P2	1	3	2	6	3
PGPEP1L_+_99548786.23-P2	2	2	4	2	7
PHACTR2_-_143999110.23-P1P2	0	3	0	0	2
PHC1_+_9066802.23-P1P2	1	0	0	0	0
PHF20_-_34360012.23-P1P2	0	0	0	1	1
PHF23_+_7142380.23-P1P2	19	0	0	0	0
PHLDB3_+_44008899.23-P1P2	1	0	0	0	0
PHTF1_+_114301679.23-P1P2	2	1	1	1	0
PHYHIP_+_22089513.23-P1P2	111	0	5	96	94
PIAS4_+_4008148.23-P1P2	2	1	2	2	0
PIDD_-_809477.23-P1	0	0	0	1	0
PIEZO1_-_88851407.23-P1P2	0	0	1	0	1
PIF1_+_65115970.23-P2	0	1	0	0	1
PIGF_-_46844076.23-P1P2	0	1	1	0	0
PIGF_+_46844151.23-P1P2	2	0	0	1	0
PIGF_+_46844155.23-P1P2	0	0	0	0	1
PIGH_+_68066699.23-P1P2	1	0	0	0	0
PIGK_+_77684852.23-P1P2	0	0	0	0	1
PIGN_+_59854227.23-P1P2	1	0	0	0	1
PIGQ_-_620349.23-P1P2	0	0	0	2	0
PIGQ_-_620389.23-P1P2	0	2	0	0	0
PIGS_-_26885575.23-P2	0	0	0	0	1
PIGU_+_33264515.23-P1P2	1	0	0	1	0
PIGV_+_27114722.23-P1P2	1	0	0	0	0
PIH1D2_+_111944295.23-P1P2	0	0	1	0	1
PIH1D3_-_106449925.23-P1P2	0	0	1	0	0
PIK3C2A_-_17190927.23-ENST00000265970.7	1	0	0	0	0
PIK3CG_-_106505923.23-P1P2	0	1	2	4	1
PIK3IP1_-_31686686.23-P2	8	0	0	5	1
PIK3IP1_-_31688123.23-P1	1	2	2	2	0
PIK3R1_+_67511795.23-P1P2	0	0	1	1	2
PIM2_+_48775858.23-P1P2	1	3	3	0	0
PIM3_-_50354661.23-P1P2	1	0	0	0	1
PINK1_-_20960047.23-P1P2	0	0	0	1	0
PIP4K2A_+_23003104.23-P1P2	0	0	1	0	0
PITHD1_+_24105322.23-P1P2	0	0	0	1	1
PITPNB_+_28314781.23-P1P2	0	0	0	1	0
PITPNB_+_28314785.23-P1P2	0	1	0	1	0
PITPNC1_-_65373433.23-P1P2	0	0	2	0	0
PITPNM1_-_67272759.23-P1P2	1	2	1	2	3
PIWIL3_+_25170465.23-ENST00000332271.5	1	0	0	0	0
PKD2_-_88928829.23-P1P2	1	0	0	0	0
PKDCC_+_42275174.23-P1P2	3	0	2	1	1
PKDCC_+_42275596.23-P1P2	0	0	0	1	0
PKIG_-_43160524.23-P1P2	1	0	0	0	0
PLA1A_+_119317032.23-P1P2	1	1	1	1	2
PLA1A_+_119317152.23-P1P2	0	0	1	2	0
PLA2G10_-_14788222.23-ENST00000438167.3	0	0	0	1	0
PLA2G1B_+_120763865.23-P2	0	0	0	2	0
PLA2G2C_+_20501498.23-P1P2	5	1	4	2	0
PLA2G6_-_38577436.23-P1P2	0	1	0	0	0
PLA2R1_+_160918809.23-P1P2	2	3	1	5	3
PLAC1_-_133792470.23-P1P2	1	0	0	0	1
PLAC8L1_+_145483894.23-P1P2	1	0	0	0	0
PLAGL2_-_30795515.23-P1P2	3	0	2	2	2
PLAT_-_42064630.23-P1P2	0	0	0	1	0
PLAT_+_42065006.23-P1P2	0	0	1	0	0
PLB1_+_28719212.23-ENST00000327757.5,ENST00000422425.2	0	1	1	1	0
PLB1_+_28719362.23-ENST00000327757.5,ENST00000422425.2	1	1	1	0	0
PLCB2_-_40599845.23-P1P2	1	0	0	0	0
PLCD3_-_43209872.23-P1P2	0	0	0	0	1
PLCL1_+_198669400.23-P1P2	1	2	0	0	0
PLCXD1_-_198351.23-P1	2	0	0	6	3
PLEKHA2_-_38759503.23-P1P2	0	0	0	1	0
PLEKHA2_+_38759496.23-P1P2	1	0	0	0	1
PLEKHA3_-_179345209.23-P1P2	0	1	0	1	0
PLEKHA3_-_179345228.23-P1P2	0	1	0	0	0
PLEKHH3_+_40829002.23-P1P2	2	0	0	0	0
PLEKHN1_-_902299.23-P1P2	0	1	0	0	1
PLIN2_-_19127393.23-P1	0	0	1	0	0
PLIN4_+_4512810.23-P1P2	0	0	2	0	2
PLK2_+_57755870.23-P1	0	0	0	1	0
PLOD1_+_11994823.23-P1P2	2	0	0	0	0
PLTP_-_44540726.23-P1	1	0	0	0	0
PLXNA2_+_208417204.23-P1P2	0	0	1	0	0
PLXNB2_+_50746066.23-P1P2	0	2	2	1	7
PLXNC1_-_94542498.23-P1P2	1	0	0	0	0
PM20D1_+_205819252.23-P1P2	0	1	0	0	2
PMFBP1_+_72205089.23-ENST00000355636.6	0	0	1	2	0
PML_-_74287292.23-P1P2	1	3	2	0	0
PMP22_+_15165822.23-P1P2	1	0	2	3	1
PNKD_+_219188064.23-ENST00000258362.3	1434	1282	941	992	1337
PNMA1_+_74180693.23-P1P2	0	2	3	3	4
PNMA2_+_26371295.23-P1P2	0	0	0	0	1
PNPO_-_46019078.23-P1P2	1	0	0	0	0
POC1A_+_52188423.23-P1P2	0	1	0	0	0
POLDIP2_-_26684117.23-P1P2	1	0	1	0	0
POLDIP3_-_43010562.23-P1P2	1	1	1	2	1
POLE3_+_116172566.23-P1P2	0	0	1	0	0
POLK_+_74807777.23-P1P2	0	0	1	1	3
POLR2F_-_38349957.23-P1P2	0	0	0	0	1
POLR2J2_+_102312150.23-P1P2	0	1	1	0	1
POLR2L_-_842118.23-P1P2	1	0	1	0	2
POLR3D_+_22102923.23-P1P2	0	1	1	1	0
POLR3E_+_22309121.23-P1P2	0	0	0	2	0
POLR3H_+_41940045.23-P1P2	1	1	1	0	0
POLRMT_-_633123.23-P1P2	1	0	0	0	2
POM121_+_72350125.23-P1P2	0	0	0	1	0
POM121L12_-_53103402.23-P1P2	0	0	1	1	1
POMGNT2_+_43147380.23-P1P2	0	0	1	0	0
POMT1_-_134378399.23-P1P2	1	4	1	0	1
POMZP3_-_76256083.23-ENST00000310842.4	0	1	2	0	0
POTEI_+_131266942.23-ENST00000451531.2	1	0	0	0	0
POU3F1_-_38512010.23-P1P2	0	0	0	0	1
POU3F1_+_38512447.23-P1P2	1	0	0	1	0
POU4F2_-_147560088.23-P1P2	0	1	0	0	0
POU5F1B_+_128428444.23-P1P2	0	0	2	0	0
PP2D1_-_20053735.23-P1P2	0	0	1	0	0
PPARGC1B_-_149110264.23-P1P2	0	0	4	0	3
PPCDC_-_75316009.23-P1	0	0	0	0	1
PPID_-_159644486.23-P1P2	1	0	0	1	0
PPM1B_+_44396382.23-P1P2	1	0	0	0	0
PPM1E_+_56833246.23-P1P2	0	0	2	0	0
PPM1H_-_63328410.23-P1P2	0	0	1	1	1
PPM1M_+_52280195.23-P1P2	0	0	1	0	0
PPP1R13B_-_104313915.23-P1P2	0	0	0	1	2
PPP1R13B_+_104313901.23-P1P2	0	0	2	0	0
PPP1R14B_-_64013705.23-P1P2	1	0	0	0	0
PPP1R16B_-_37434398.23-P1P2	0	0	0	0	1
PPP1R27_+_79792896.23-P1P2	0	0	0	0	1
PPP1R32_+_61248700.23-P1P2	3	3	5	5	2
PPP1R35_+_100034115.23-P1P2	5	0	0	1	2
PPP1R42_-_67940800.23-P1P2	0	1	0	0	0
PPP1R9B_+_48228075.23-P1P2	2	2	0	0	0
PPP2CB_-_30670087.23-P1P2	0	0	0	0	1
PPP2R2C_-_6474098.23-P1P2	2	2	3	4	3
PPP2R3A_+_135684607.23-P1P2	6	4	3	8	9
PPP2R5E_+_64010030.23-P1P2	0	0	1	0	0
PPP3R2_+_104357178.23-P1P2	1	0	0	0	0
PPP4R1_+_9614474.23-P1P2	1	0	0	0	0
PPP5D1_+_47104145.23-P1P2	1	2	0	0	2
PPY_-_42019405.23-P1P2	0	0	0	0	1
PRAMEF20_-_13743187.23-ENST00000602960.1	0	0	1	1	0
PRAMEF20_+_13736922.23-ENST00000316412.5	0	3	0	0	0
PRB1_+_11548339.23-P1P2	2	0	0	0	0
PRDM1_-_106534261.23-P1P2	0	0	1	1	0
PRDM6_-_122424993.23-P1P2	0	0	1	0	0
PRDM9_-_23507740.23-P1P2	0	0	0	2	0
PRDX4_+_23685991.23-P1P2	1	0	0	0	0
PRDX6_+_173446488.23-P1P2	1	0	0	0	0
PRELID1_-_176730782.23-P1P2	0	0	0	1	0
PRG4_-_186265991.23-P1P2	2	0	1	2	0
PRH2_-_11082212.23-P1P2	0	1	0	0	1
PRICKLE3_-_49042776.23-P1P2	1	1	2	0	0
PRICKLE4_+_41748570.23-P1P2	3	2	1	1	1
PRIMPOL_-_185570993.23-P1P2	1	0	0	0	0
PRKAR2B_+_106685165.23-P1P2	0	1	0	0	0
PRKCA_-_64298956.23-P1P2	4	4	2	3	1
PRKCD_+_53195267.23-P1P2	0	0	0	0	1
PRKCE_+_45878467.23-P1P2	0	1	0	1	0
PRKCI_-_169940251.23-P1P2	0	1	0	0	0
PRKCQ_-_6622186.23-P1P2	0	0	0	0	1
PRKDC_-_48872617.23-P1P2	0	0	0	1	1
PRKG1_+_52751266.23-ENST00000401604.2	0	0	1	0	0
PRKRIP1_+_102036877.23-P1	0	1	0	0	0
PRLR_-_35230215.23-P1P2	3	3	6	3	7
PRM3_-_11367050.23-P1P2	0	1	0	0	0
PRMT10_+_148605263.23-P1P2	0	0	0	1	0
PRODH_-_18923746.23-P1	1	0	1	0	0
PRODH_+_18905892.23-P2	0	0	0	0	1
PROSER2_-_11865398.23-P1P2	0	0	0	2	0
PRPH2_+_42690323.23-P1P2	0	0	0	0	1
PRPSAP1_-_74349528.23-P1P2	1	0	1	0	1
PRPSAP2_+_18761480.23-P1	1	0	0	1	0
PRR14L_+_32146105.23-P1P2	0	10	5	2	6
PRR21_-_240982382.23-ENST00000408934.1	1	0	1	0	0
PRR23B_+_138739675.23-P1P2	0	0	0	0	1
PRRC2A_+_31588477.23-P1P2	1	2	0	0	0
PRRC2B_-_134305562.23-P1P2	0	1	0	0	0
PRRX1_-_170633861.23-P2	0	1	0	1	0
PRRX2_+_132428395.23-P1P2	0	1	0	0	0
PRSS35_-_84222488.23-P1P2	0	0	0	1	1
PRSS58_+_141957870.23-P1P2	0	0	0	1	0
PRSS58_+_141957890.23-P1P2	0	0	0	0	1
PRTN3_+_843614.23-P2	0	0	1	0	0
PRUNE2_-_79520917.23-P1P2	1	1	0	0	0
PSCA_-_143762153.23-P1	1	0	0	0	0
PSIP1_+_15510560.23-P1P2	7	1	0	1	0
PSMB10_-_67970697.23-P1P2	19	2	2	0	0
PSMB3_-_36909230.23-P1P2	0	0	0	1	0
PSMD9_-_122327054.23-P1P2	0	0	0	1	1
PSME2_-_24615328.23-P1P2	0	1	2	0	0
PSMG2_+_12703070.23-P1P2	0	0	2	0	0
PSMG4_+_3259244.23-P1P2	0	0	0	0	1
PTCHD2_-_11539616.23-P1P2	3	2	1	0	1
PTGER4_+_40680118.23-P1	0	0	0	1	1
PTGES2_+_130890336.23-P1P2	0	0	0	0	1
PTN_-_137028260.23-P1P2	0	6	2	1	2
PTOV1_-_50354444.23-P1P2	0	0	0	0	1
PTPN18_-_131129881.23-P1	0	0	0	0	1
PTPN23_+_47422915.23-P1P2	1	2	1	1	3
PTPN23_+_47422954.23-P1P2	1	0	0	0	0
PTPN5_+_18813175.23-P1P2	1	1	1	0	0
PTPRG_+_61547682.23-P1P2	1	0	0	1	0
PTPRQ_-_80838221.23-P1P2	0	0	0	1	1
PTPRR_-_71314411.23-P1P2	2	0	0	0	1
PTPRU_-_29587035.23-P2	0	0	0	0	1
PTRH2_+_57784726.23-P1P2	0	1	0	0	0
PUF60_+_144911469.23-P1P2	0	0	0	0	1
PUM1_-_31538515.23-P1P2	0	0	1	0	0
PUM2_+_20550187.23-P1P2	0	1	0	0	1
PURG_+_30890813.23-P1P2	0	0	0	0	1
PUS7_+_105162711.23-P1P2	0	2	0	1	3
PUSL1_+_1243995.23-P1P2	0	1	2	3	2
PWWP2B_-_134228672.23-P2	1	1	0	1	0
PXDC1_-_3751896.23-P1P2	0	0	2	1	0
PXDC1_+_3752047.23-P1P2	6	0	1	2	0
PXDN_-_1747879.23-P1P2	0	1	3	7	6
PXDNL_-_52721941.23-P1P2	0	0	0	0	1
PYCR1_+_79895132.23-P1P2	0	0	1	0	0
PYGB_-_25229201.23-P1P2	2	0	1	0	0
PYGB_+_25229089.23-P1P2	1	1	0	0	0
QPCT_-_37572354.23-P1P2	4	3	2	4	0
QRFP_-_133769146.23-P1P2	1	0	0	0	0
QTRT1_-_10812193.23-P1P2	0	2	0	0	0
R3HDM1_+_136289072.23-P1	0	1	0	0	0
R3HDM1_+_136344316.23-P2	1	1	1	1	1
RAB11B_+_8455656.23-P1P2	0	1	0	2	1
RAB11FIP5_-_73339684.23-P1P2	0	1	0	1	0
RAB13_-_153958764.23-P1P2	0	1	1	1	2
RAB24_-_176730497.23-P1P2	0	0	3	2	1
RAB24_-_176730661.23-P1P2	0	1	1	1	2
RAB3B_+_52456349.23-P1P2	0	1	1	2	0
RAB3GAP1_+_135809943.23-P1P2	0	2	1	2	1
RAB40AL_-_102192388.23-ENST00000218249.5	3	2	4	1	4
RAB42_+_28919408.23-P1P2	0	0	0	0	1
RAB43_+_128840580.23-P1P2	0	0	1	0	0
RAB5B_-_56367937.23-P1P2	1	2	1	1	0
RAB5C_-_40282112.23-P2	0	0	1	0	0
RAB7L1_+_205744193.23-P1P2	0	0	0	1	1
RABEP1_+_5185652.23-P1P2	0	0	2	2	0
RABEPK_+_127962850.23-P1P2	1	0	0	3	0
RABIF_-_202857887.23-P1P2	1	0	0	2	0
RAC3_+_79989567.23-P1P2	0	0	0	1	0
RAD50_-_131892685.23-P1P2	0	0	1	0	0
RAD51_-_40987425.23-P1P2	0	1	0	1	0
RADIL_+_4923267.23-P1P2	1	0	1	1	1
RAET1G_-_150244202.23-P1P2	0	1	0	0	0
RAET1G_+_150243822.23-P1P2	0	1	1	0	0
RAI2_-_17879004.23-P1P2	1	0	2	3	0
RAI2_-_17879007.23-P1P2	0	0	0	1	1
RALB_-_121010407.23-P1P2	0	0	0	1	0
RALBP1_+_9475731.23-P1P2	0	1	2	0	0
RALBP1_+_9475938.23-P1P2	0	0	0	1	0
RALGAPA1_-_36278502.23-P1P2	0	1	0	0	0
RALGAPA2_-_20692888.23-P1P2	0	0	0	0	1
RALGDS_-_135996231.23-P1	2	2	0	1	2
RALGDS_+_135996619.23-P1	0	0	1	2	0
RALGPS1_+_129677942.23-P1P2	0	0	0	0	1
RAMP1_-_238768347.23-P1P2	0	0	0	0	1
RANBP1_-_20105218.23-P1P2	1	0	0	0	0
RANBP17_+_170289437.23-P1P2	1	0	1	1	0
RANBP9_+_13712046.23-P1P2	25	0	0	1	0
RAP1GAP_+_21995838.23-P1	1	3	3	2	3
RAP2A_+_98086486.23-P1P2	0	1	1	2	0
RAP2B_+_152880239.23-P1P2	0	1	2	0	1
RAPGEF1_+_134585077.23-ENST00000372190.3	0	1	0	0	0
RAPGEF3_-_48152583.23-P1P2	0	0	1	0	1
RAPGEF5_-_22396324.23-ENST00000344041.6	0	0	1	0	0
RARB_+_25469807.23-P1P2	0	0	0	1	0
RARRES2_-_150038339.23-P1P2	2	3	1	2	4
RASA1_+_86564055.23-P1	0	0	0	0	1
RASA4_+_102257208.23-ENST00000262940.7,ENST00000449970.2	1	3	1	1	4
RASAL1_-_113573993.23-P1P2	1	1	0	1	0
RASEF_-_85678007.23-P1P2	2	0	2	0	1
RASGEF1A_-_43698822.23-P1P2	2	0	0	0	0
RASGRP4_+_38916546.23-P1P2	0	1	0	0	0
RASIP1_+_49232678.23-P1P2	0	0	0	1	0
RASSF1_+_50378227.23-P2	1	0	0	0	0
RASSF3_+_65004595.23-P1P2	1	0	0	2	1
RASSF6_+_74486154.23-P1P2	0	2	1	0	1
RB1_+_48878010.23-P1P2	0	1	0	0	0
RB1CC1_+_53568634.23-P2	1	0	1	0	0
RBAK-RBAKDN_+_5023799.23-ENST00000407184.1	1	6	0	5	3
RBBP6_+_24551683.23-P1P2	0	0	1	0	0
RBFOX3_-_77478211.23-P1P2	0	1	2	0	0
RBL2_+_53468403.23-P1	0	1	1	0	1
RBM38_-_55966949.23-P1P2	17	50	5	60	2
RBM41_+_106361755.23-P1P2	1	1	1	2	0
RBM45_-_178977219.23-P1P2	0	0	0	1	0
RBM46_-_155702745.23-P1P2	1	0	0	1	0
RBMS2_+_56915993.23-P1P2	0	1	0	0	2
RBP5_-_7281039.23-P1P2	0	0	0	1	0
RC3H1_+_173991162.23-P1P2	1	1	0	0	0
RC3H2_+_125667382.23-P1P2	1	1	0	1	0
RCC2_+_17765725.23-P2	0	1	2	0	1
RCCD1_-_91500407.23-P2	0	0	1	0	0
RCN2_+_77224154.23-P1P2	0	0	0	1	0
RCN3_+_50031622.23-P1P2	1	0	0	0	0
RCSD1_+_167599385.23-P1P2	1	1	0	0	0
RCVRN_-_9808512.23-P1P2	1	2	0	4	4
REEP2_+_137774733.23-P1P2	0	0	2	0	0
REP15_+_27849400.23-P1P2	0	2	0	0	1
REPIN1_+_150065979.23-P1P2	0	0	1	1	1
REST_+_57775146.23-P2	1	0	0	1	1
RET_-_43600274.23-P2	0	0	0	1	0
RET_+_43572556.23-P1	0	1	0	0	0
RETN_+_7734130.23-P1P2	3	0	2	1	0
RETNLB_-_108475820.23-P1P2	0	0	0	1	0
REXO1_-_1848417.23-P1P2	0	2	0	0	0
RFFL_+_33415820.23-P1P2	1	3	2	0	2
RFK_+_79008960.23-P1P2	2	0	1	3	4
RFNG_-_80009298.23-P1P2	2	0	1	1	0
RFPL2_-_32600341.23-P1P2	0	0	2	0	0
RFPL4B_-_112668544.23-P1P2	0	0	0	0	3
RFX1_+_14117106.23-P1P2	0	0	2	0	0
RFX3_-_3525596.23-P1P2	1	2	0	2	0
