	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
BAZ2A_-_57024103.23-P1	10	0	0	0	0
BAZ2A_-_57029709.23-P2	0	1	0	0	0
BAZ2A_+_57023850.23-P1	6	5	0	0	0
BAZ2B_-_160471794.23-P1P2	46	0	50	23	29
BBC3_-_47734192.23-P1P2	13	1	0	3	7
BBC3_+_47734011.23-P1P2	23	16	9	0	12
BBC3_+_47734372.23-P1P2	1	0	0	0	0
BBS1_+_66278134.23-P1P2	2	0	0	16	8
BBS10_-_76742199.23-P1P2	23	3	9	27	38
BBS12_-_123653925.23-P1P2	11	0	3	27	0
BBS12_-_123653946.23-P1P2	14	0	0	9	8
BBS12_+_123654290.23-P1P2	1	0	0	0	0
BBS12_+_123654293.23-P1P2	19	6	3	12	19
BBS2_-_56553764.23-P1P2	0	0	1	0	0
BBS4_-_72978557.23-P1P2	1	0	0	0	0
BBS4_-_72978592.23-P1P2	17	0	0	2	0
BBS4_-_72978714.23-P1P2	0	10	5	1	10
BBS4_+_72978743.23-P1P2	13	0	0	0	3
BBX_+_107241894.23-P1P2	0	0	0	1	0
BBX_+_107241904.23-P1P2	30	0	0	6	5
BCAM_-_45312402.23-P1P2	6	1	0	0	0
BCAM_+_45312370.23-P1P2	76	7	11	22	30
BCAN_-_156612006.23-P1P2	29	0	0	0	0
BCAN_+_156612057.23-P1P2	5	0	0	11	29
BCAN_+_156612323.23-P1P2	69	0	0	2	0
BCAP29_+_107220707.23-P1P2	8	0	0	6	26
BCAP29_+_107221060.23-P1P2	81	0	21	35	9
BCAP31_-_152989390.23-P1P2	34	0	0	20	12
BCAP31_+_152989795.23-P1P2	17	22	28	44	2
BCAR1_-_75285130.23-P1	9	0	14	5	1
BCAR1_+_75285293.23-P1	50	58	0	125	44
BCAR3_-_94312743.23-P2	26	0	41	4	0
BCAR3_-_94312780.23-P2	0	0	0	0	1
BCAR3_+_94146953.23-P1	12	0	0	0	0
BCAS1_+_52686564.23-ENST00000395961.3	45	45	30	24	8
BCAS1_+_52687046.23-ENST00000395961.3	13	10	1	6	0
BCAS3_-_58755198.23-P1P2	3	0	0	0	0
BCAS3_-_58755638.23-P1P2	24	5	2	9	32
BCAS3_-_58755641.23-P1P2	9	0	25	0	0
BCAT1_-_25101902.23-P1P2	56	27	30	43	6
BCAT2_-_49314274.23-P1P2	1	0	0	0	0
BCAT2_+_49314196.23-P1P2	1	0	0	0	1
BCCIP_-_127512165.23-P1P2	5	0	0	0	0
BCDIN3D_+_50236818.23-P1P2	1	0	0	0	0
BCKDHA_-_41903764.23-P1	0	0	0	10	0
BCKDHA_-_41904137.23-P1	5	0	0	0	0
BCKDHB_-_80816409.23-P1P2	5	0	0	0	0
BCKDHB_-_80816448.23-P1P2	22	0	30	7	29
BCKDHB_-_80816455.23-P1P2	0	0	1	0	0
BCKDK_+_31119819.23-P1P2	0	0	0	1	0
BCL10_+_85741886.23-P1P2	43	0	17	25	1
BCL10_+_85741912.23-P1P2	63	13	6	27	44
BCL10_+_85742223.23-P1P2	56	1	4	44	27
BCL11A_-_60780410.23-P1P2	9	0	0	2	0
BCL11A_-_60780497.23-P1P2	89	14	23	51	41
BCL11A_-_60780603.23-P1P2	48	0	0	15	0
BCL11A_-_60780738.23-P1P2	0	0	0	3	0
BCL11B_+_99737681.23-P1P2	32	89	5	15	33
BCL11B_+_99737879.23-P1P2	8	0	0	10	4
BCL2_+_60987184.23-P1P2	7	0	0	0	0
BCL2A1_-_80263494.23-P1P2	0	0	0	0	1
BCL2L1_-_30310610.23-P1	2	1	0	0	0
BCL2L1_-_30311524.23-P2	2	0	0	0	0
BCL2L10_-_52404672.23-P1P2	12	15	0	18	5
BCL2L11_-_111878528.23-P1	0	0	0	3	1
BCL2L11_-_111878913.23-P1	14	0	0	0	0
BCL2L11_-_111880300.23-P2	10	0	37	17	14
BCL2L11_+_111878916.23-P1	1	0	0	0	0
BCL2L12_-_50169277.23-P1P2	32	8	2	14	4
BCL2L12_-_50169295.23-P1P2	12	0	0	0	0
BCL2L13_-_18121565.23-P1P2	41	1	199	43	23
BCL2L14_-_12203178.23-P2	13	0	0	10	9
BCL2L14_-_12223919.23-P1	45	0	0	11	0
BCL2L14_-_12224084.23-P1	25	0	0	17	6
BCL2L14_+_12224087.23-P1	27	0	0	6	17
BCL2L15_-_114430206.23-P1P2	5	0	21	0	2
BCL2L15_+_114430094.23-P1P2	9	38	5	0	0
BCL3_+_45251993.23-P1P2	9	0	78	4	1
BCL3_+_45252050.23-P1P2	25	6	9	4	1
BCL6_-_187462960.23-P1P2	1	0	0	0	0
BCL6_-_187462973.23-P1P2	5	0	1	0	0
BCL6B_-_6926629.23-P1P2	10	210	0	24	7
BCL6B_-_6926820.23-P1P2	0	1	0	0	0
BCL7A_-_122459961.23-P1P2	23	52	17	23	8
BCL7B_-_72971429.23-P1P2	0	0	0	1	0
BCL7B_-_72971550.23-P1P2	0	0	0	1	0
BCL7B_-_72971912.23-P1P2	9	7	0	4	0
BCL7B_-_72972012.23-P1P2	3	0	0	0	0
BCL7C_+_30905135.23-P1P2	2	0	0	1	5
BCL9L_-_118796263.23-P1P2	24	0	28	5	1
BCL9L_+_118796587.23-P1P2	45	23	104	43	30
BCL9L_+_118796604.23-P1P2	33	19	7	15	2
BCLAF1_-_136610528.23-P1P2	26	31	33	6	7
BCMO1_-_81272314.23-P1P2	1	5	0	0	0
BCMO1_+_81272309.23-P1P2	10	0	0	4	0
BCO2_+_112046232.23-P1P2	3	1	0	12	0
BCO2_+_112046367.23-P1P2	26	0	44	63	4
BCO2_+_112046387.23-P1P2	42	0	1	74	45
BCOR_-_39956772.23-P1P2	53	34	2	20	21
BCOR_+_39956834.23-P1P2	2	0	5	13	2
BCOR_+_39957177.23-P1P2	26	2	1	6	12
BCOR_+_39957197.23-P1P2	41	4	2	26	19
BCORL1_-_129117014.23-P1P2	0	0	1	0	0
BCORL1_+_129116604.23-P1P2	46	0	14	15	10
BCR_-_23522662.23-P1P2	81	53	1	35	5
BCS1L_-_219524474.23-P1P2	5	0	0	0	0
BDH1_-_197282459.23-P1	2	0	0	0	0
BDH2_+_104020886.23-P1P2	34	0	1	4	1
BDH2_+_104020889.23-P1P2	18	2	0	37	12
BDKRB1_+_96722569.23-P1P2	2	0	0	0	0
BDKRB1_+_96722943.23-P1P2	33	3	46	0	20
BDP1_-_70751524.23-P1P2	5	0	0	0	0
BECN1_+_40976253.23-P1P2	9	0	15	0	21
BECN1_+_40976262.23-P1P2	10	22	0	20	10
BEGAIN_-_101053338.23-P1	40	46	87	16	17
BEGAIN_+_101053679.23-P1	0	0	0	0	1
BEND2_+_18238610.23-P1P2	19	0	1	0	0
BEND3_-_107436067.23-P1P2	2	0	0	0	1
BEND3_-_107436085.23-P1P2	0	1	0	0	0
BEND4_-_42153873.23-P1P2	1	0	0	1	0
BEND5_+_49242360.23-P1P2	0	1	0	0	0
BEND6_+_56820368.23-P1P2	0	0	1	0	0
BEST1_-_61722756.23-P2	0	0	0	1	0
BEST1_+_61723038.23-P2	118	68	5	86	42
BEST2_-_12863102.23-P1P2	88	141	27	115	84
BET1_-_93633620.23-P1P2	20	1	14	0	0
BET1_+_93633601.23-P1P2	39	0	1	9	32
BET1L_-_206944.23-P1P2	0	0	1	0	0
BET1L_-_207381.23-P1P2	39	1	6	30	44
BET1L_+_207330.23-P1P2	1	0	0	0	0
BEX1_-_102318658.23-P1P2	17	18	0	11	17
BEX1_+_102318462.23-P1P2	34	9	1	23	0
BEX2_+_102565817.23-P1P2	5	0	0	0	12
BEX4_-_102470125.23-P1P2	0	0	0	1	0
BEX4_-_102470132.23-P1P2	2	1	0	0	0
BEX4_+_102470062.23-P1P2	0	0	0	1	0
BEX5_+_101410912.23-P1P2	0	0	0	1	0
BFAR_-_14726847.23-P1P2	6	19	1	18	0
BFAR_+_14726788.23-P1P2	1	0	0	12	14
BFAR_+_14727167.23-P1P2	2	0	0	0	0
BFSP1_+_17511509.23-P2	7	0	0	13	11
BFSP1_+_17511965.23-P2	16	17	0	5	4
BFSP1_+_17539391.23-P1	2	0	0	0	0
BFSP1_+_17539411.23-P1	7	0	0	4	0
BFSP1_+_17539450.23-P1	22	0	0	108	68
BFSP2_-_133118951.23-P1P2	3	0	0	15	1
BFSP2_-_133119284.23-P1P2	4	0	0	4	0
BFSP2_+_133118961.23-P1P2	12	0	48	1	7
BHLHA9_-_1174149.23-P1P2	0	1	0	0	0
BHLHA9_+_1174209.23-P1P2	6	0	0	0	5
BHLHE22_-_65492946.23-P1P2	19	0	0	3	3
BHLHE22_-_65493007.23-P1P2	14	0	0	3	0
BHLHE22_+_65492932.23-P1P2	28	26	0	1	14
BHLHE22_+_65493378.23-P1P2	8	0	0	24	5
BHLHE22_+_65493381.23-P1P2	26	124	28	18	6
BHLHE23_+_61638173.23-P1P2	29	3	67	23	26
BHLHE40_+_5021168.23-P1P2	0	0	2	0	0
BHLHE40_+_5021568.23-P1P2	1	0	0	0	0
BHLHE41_+_26277542.23-P1P2	3	0	0	0	0
BHMT_+_78407841.23-P1P2	8	0	0	0	0
BHMT2_+_78365650.23-P1P2	3	0	0	2	1
BICC1_-_60272936.23-P1P2	1	2	0	0	0
BICC1_+_60273101.23-P1P2	10	0	0	14	12
BICD1_+_32259768.23-P1P2	0	0	0	1	0
BICD1_+_32259786.23-P1P2	6	0	0	4	3
BICD1_+_32260107.23-P1P2	58	83	77	58	26
BICD2_+_95526713.23-P1P2	16	0	18	10	1
BICD2_+_95526721.23-P1P2	5	2	0	7	33
BICD2_+_95527049.23-P1P2	20	0	0	7	18
BID_-_18257200.23-P1P2	7	0	0	0	0
BIK_+_43506768.23-P1P2	4	0	10	0	2
BIK_+_43507122.23-P1P2	18	0	0	0	16
BIN2_-_51717902.23-P1P2	29	29	0	29	8
BIN3_-_22526406.23-P1P2	0	2	0	0	0
BIN3_+_22526573.23-P1P2	3	0	0	0	2
BIN3_+_22526599.23-P1P2	22	4	1	33	38
BIRC2_-_102218032.23-P1P2	1	0	0	0	0
BIRC2_+_102218024.23-P1P2	22	3	1	5	18
BIRC3_-_102188220.23-P1P2	13	0	1	26	0
BIRC3_-_102188226.23-P1P2	20	2	1	11	40
BIRC3_-_102188669.23-P1P2	4	6	6	0	0
BIRC6_+_32582253.23-P1P2	0	6	0	0	0
BIRC7_+_61867725.23-P1P2	18	0	0	12	7
BIVM_-_103451488.23-P1	6	0	0	49	2
BIVM_-_103451871.23-P1	0	0	1	0	0
BIVM_-_103451881.23-P1	2	0	0	0	0
BIVM_-_103453139.23-P2	1	0	0	0	0
BIVM_+_103451497.23-P1	15	3	0	1	8
BIVM_+_103451973.23-P1	3	0	0	0	0
BIVM_+_103453168.23-P2	8	0	9	0	0
BIVM-ERCC5_-_103459708.23-ENST00000602836.1	0	1	0	0	0
BIVM-ERCC5_-_103459762.23-ENST00000602836.1	34	0	0	52	32
BIVM-ERCC5_+_103459837.23-ENST00000602836.1	1	0	0	0	0
BLCAP_+_36156220.23-P1P2	9	0	0	5	6
BLID_+_121986485.23-ENST00000560104.1	39	66	68	570	294
BLID_+_121986529.23-ENST00000560104.1	12	0	0	16	15
BLID_+_121986865.23-ENST00000560104.1	39	2	0	9	1
BLM_-_91260642.23-P1P2	1	0	0	0	0
BLOC1S1_-_56110304.23-P1P2	0	0	0	1	0
BLOC1S1_+_56109907.23-P1P2	29	0	21	1	9
BLOC1S1_+_56110261.23-P1P2	0	1	0	0	0
BLOC1S2_-_102046402.23-P1P2	7	0	10	0	0
BLOC1S2_+_102046038.23-P1P2	7	0	12	4	0
BLOC1S3_-_45682047.23-P1	3	0	0	0	0
BLOC1S4_-_6718322.23-P1P2	0	0	0	0	1
BLOC1S4_+_6718110.23-P1P2	11	5	33	1	11
BLOC1S5_-_8064584.23-P1P2	10	1	3	10	1
BLOC1S5_+_8064539.23-P1P2	0	0	0	0	1
BLOC1S5_+_8064577.23-P1P2	11	18	23	21	5
BLOC1S5_+_8064598.23-P1P2	3	0	0	0	0
BLOC1S5_+_8064601.23-P1P2	4	0	0	0	0
BLOC1S5_+_8064623.23-P1P2	11	0	0	10	0
BLOC1S6_-_45879578.23-P1P2	32	44	237	33	4
BLVRA_-_43798338.23-P1	0	0	0	2	0
BLVRA_-_43803827.23-P2	0	1	0	0	0
BLVRA_-_43804199.23-P2	26	0	0	15	4
BLVRA_+_43804242.23-P2	87	61	10	32	43
BLZF1_-_169337477.23-P1P2	0	0	0	1	0
BMF_-_40401059.23-P1P2	0	0	1	0	2
BMF_+_40401052.23-P1P2	12	0	0	0	0
BMI1_-_22610202.23-P1P2	1	17	37	43	7
BMI1_-_22610505.23-P1P2	34	8	0	31	24
BMP1_-_22023308.23-P1P2	4	2	0	3	0
BMP1_-_22023348.23-P1P2	18	12	5	3	2
BMP1_+_22023302.23-P1P2	0	0	1	0	0
BMP2_+_6748351.23-P1	26	0	0	1	4
BMP2_+_6748418.23-P1	8	0	0	0	2
BMP2_+_6748811.23-P1	3	0	7	14	3
BMP4_-_54419666.23-P2	30	185	89	68	146
BMP4_-_54419675.23-P2	48	12	14	5	28
BMP4_-_54419696.23-P2	12	0	0	0	0
BMP4_-_54420114.23-P2	2	0	0	0	5
BMP4_+_54423475.23-P1	3	1	0	51	5
BMP4_+_54423527.23-P1	41	17	15	9	16
BMP5_-_55740347.23-P1P2	5	0	24	0	3
BMP6_+_7726407.23-P1P2	39	3	21	7	3
BMP6_+_7726766.23-P1P2	4	0	0	1	2
BMP7_-_55840940.23-P1P2	4	0	0	0	0
BMP7_+_55841690.23-P1P2	28	46	42	44	10
BMP8B_-_40254455.23-P1P2	0	0	0	0	1
BMP8B_+_40254524.23-P1P2	0	0	0	1	0
BMPER_+_33945211.23-P1P2	0	0	0	1	0
BMPR1A_-_88516386.23-P1P2	0	0	1	0	0
BMPR1B_-_95679541.23-P1P2	5	0	10	47	15
BMS1_-_43278259.23-P1P2	31	0	0	0	3
BMS1_-_43278486.23-P1P2	8	0	0	4	0
BMX_+_15519408.23-P1P2	0	3	0	0	0
BNC1_-_83953399.23-P1P2	13	0	5	11	14
BNC2_+_16870312.23-P1P2	6	0	1	0	0
BNIP1_-_172571551.23-P1P2	0	0	1	0	0
BNIP1_-_172571577.23-P1P2	1	0	0	0	0
BNIP2_-_59981460.23-P1P2	3	0	3	0	0
BNIP2_-_59981473.23-P1P2	10	0	0	26	5
BNIP2_-_59981482.23-P1P2	4	2	1	12	11
BNIP3_-_133794998.23-P1P2	11	0	1	4	6
BNIP3L_-_26240609.23-P1P2	27	45	2	0	11
BNIP3L_-_26240851.23-P1P2	36	317	91	34	27
BNIP3L_+_26240600.23-P1P2	0	0	0	0	1
BNIP3L_+_26240653.23-P1P2	7	0	0	0	0
BNIP3L_+_26241006.23-P1P2	15	1	5	0	0
BOD1L1_-_13616170.23-P2	52	14	31	33	17
BOD1L1_+_13616179.23-P2	6	4	0	1	27
BOD1L1_+_13629299.23-P1	0	0	0	1	0
BOD1L2_+_54814344.23-P1P2	0	1	1	0	0
BOK_-_242498347.23-P1P2	64	3	21	59	19
BOK_+_242498158.23-P1P2	1	0	0	0	0
BOK_+_242498225.23-P1P2	16	1	2	23	29
BOLA1_+_149858450.23-P1	0	0	0	7	0
BOLA1_+_149858510.23-P1	6	0	0	15	0
BOLA3_+_74374593.23-P1P2	0	0	11	0	0
BOLA3_+_74374936.23-P1P2	17	0	0	2	2
BOLL_-_198649817.23-P1P2	1	0	0	0	0
BOLL_-_198650852.23-P1P2	0	0	1	0	0
BOLL_-_198650943.23-P1P2	47	0	9	9	7
BOP1_-_145512657.23-P2	0	0	3	0	0
BOP1_-_145515104.23-P1	0	0	0	0	1
BOP1_+_145515084.23-P1	11	0	0	0	0
BORA_+_73302106.23-P1P2	1	7	0	0	0
BPGM_-_134331619.23-P1P2	73	0	11	64	42
BPGM_-_134331625.23-P1P2	4	0	0	0	2
BPGM_-_134331644.23-P1P2	5	0	0	0	0
BPHL_+_3118965.23-P1P2	6	0	12	5	11
BPI_-_36932865.23-P1P2	2	0	0	0	0
BPIFA1_-_31825571.23-P2	2	0	0	4	3
BPIFA1_-_31825581.23-P2	0	1	0	0	0
BPIFA1_+_31823878.23-P1	3	0	0	0	3
BPIFA1_+_31825603.23-P2	12	4	0	0	0
BPIFA1_+_31825613.23-P2	52	29	11	31	59
BPIFA2_+_31755961.23-P1P2	41	1	4	61	23
BPIFA3_-_31805188.23-P1P2	0	0	0	2	0
BPIFA3_+_31805131.23-P1P2	0	0	1	0	0
BPIFA3_+_31805537.23-P1P2	0	0	1	0	0
BPIFB1_-_31870995.23-P1P2	19	0	0	0	16
BPIFB2_-_31595531.23-P1P2	1	0	0	0	0
BPIFB2_-_31595570.23-P1P2	11	0	0	0	1
BPIFB2_+_31595557.23-P1P2	7	0	27	0	0
BPIFB3_+_31643207.23-ENST00000375494.3	2	0	15	9	6
BPIFB3_+_31643672.23-ENST00000375494.3	0	0	1	0	0
BPIFB4_-_31667517.23-P1P2	12	16	0	5	58
BPIFB4_+_31667499.23-P1P2	0	0	0	0	2
BPIFB4_+_31667502.23-P1P2	73	7	64	56	57
BPIFB6_-_31611758.23-P1P2	0	0	1	0	0
BPIFC_-_32860042.23-P1P2	0	0	0	3	0
BPTF_-_65821635.23-P1P2	10	0	0	0	0
BRAF_-_140624717.23-P1P2	0	0	1	0	0
BRAT1_+_2594694.23-P1P2	7	0	0	0	1
BRAT1_+_2595076.23-P1P2	5	2	0	0	0
BRAT1_+_2595119.23-P1P2	18	0	0	0	31
BRCA1_-_41277328.23-P1P2	15	0	0	0	1
BRCA1_+_41277085.23-P1P2	6	0	0	0	0
BRCA1_+_41277361.23-P1P2	16	0	1	0	1
BRCA2_-_32889639.23-P1P2	14	0	0	8	6
BRCA2_-_32889750.23-P1P2	1	0	0	0	0
BRCA2_+_32889673.23-P1P2	3	0	0	0	0
BRCC3_-_154299805.23-P1P2	0	0	2	14	22
BRCC3_+_154300154.23-P1P2	12	5	1	2	11
BRD1_-_50221063.23-P1P2	30	0	71	30	34
BRD1_-_50221481.23-P1P2	53	124	256	46	48
BRD2_-_32938775.23-P2	73	35	66	34	51
BRD2_+_32938718.23-P2	0	0	3	0	0
BRD2_+_32940040.23-P1	1	0	0	0	0
BRD3_+_136932685.23-P1P2	0	0	0	0	1
BRD7_-_50402623.23-P1P2	23	0	0	14	5
BRD7_+_50402508.23-P1P2	1	0	0	0	0
BRD8_-_137514252.23-P1P2	0	0	0	1	0
BRD9_+_891703.23-P1P2	0	1	0	0	0
BRD9_+_892458.23-P1P2	11	0	0	0	0
BRE_-_28113650.23-P1P2	1	0	0	0	0
BRE_+_28113670.23-P1P2	13	15	1	0	10
BRE_+_28114019.23-P1P2	73	4	5	23	14
BRF1_-_105767316.23-P1P2	15	0	0	0	0
BRF1_+_105767326.23-P1P2	36	0	0	0	0
BRF2_-_37707385.23-P1P2	19	28	0	19	9
BRF2_+_37707146.23-P1P2	2	3	0	0	13
BRI3_+_97911410.23-P1P2	142	78	83	56	59
BRI3BP_-_125478553.23-P1P2	3	0	0	0	0
BRI3BP_+_125478256.23-P1P2	23	2	0	22	11
BRINP1_-_122131293.23-P1P2	0	1	0	1	0
BRINP1_+_122131680.23-P1P2	21	1	0	30	10
BRINP2_-_177140122.23-P1P2	13	0	0	1	23
BRINP2_+_177140448.23-P1P2	18	0	2	0	7
BRINP3_-_190446625.23-P1	63	8	0	44	55
BRINP3_-_190446885.23-P1	3	19	89	35	33
BRINP3_+_190443893.23-P2	12	0	0	11	7
BRIP1_-_59940823.23-P1P2	7	0	0	0	0
BRIP1_+_59940824.23-P1P2	5	0	0	0	0
BRIP1_+_59940833.23-P1P2	5	0	0	0	2
BRIX1_-_34915874.23-P1P2	31	0	10	9	9
BRIX1_-_34916249.23-P1P2	4	5	0	0	0
BRK1_-_10157427.23-P1P2	17	12	1	31	21
BRK1_+_10157819.23-P1P2	7	11	0	12	7
BRMS1_+_66112491.23-P1P2	15	0	0	0	0
BRMS1_+_66112527.23-P1P2	0	0	0	1	0
BRMS1L_+_36295656.23-P1P2	5	0	5	0	0
BRMS1L_+_36296040.23-P1P2	1	0	0	0	0
BRPF1_+_9773474.23-P1P2	15	0	0	1	0
BRPF1_+_9773477.23-P1P2	12	2	11	0	19
BRPF3_+_36165067.23-P1P2	25	11	6	12	24
BRSK1_-_55795754.23-P1P2	0	0	1	0	0
BRSK1_-_55795805.23-P1P2	0	0	1	0	0
BRWD1_-_40685114.23-P1P2	0	1	0	0	0
BRWD1_-_40685340.23-P1P2	40	83	29	45	25
BRWD1_+_40685497.23-P1P2	0	1	0	0	0
BSCL2_-_62476935.23-P2	21	0	0	41	1
BSCL2_+_62473530.23-P1	7	5	0	0	0
BSCL2_+_62473569.23-P1	13	161	0	16	1
BSCL2_+_62473673.23-P1	40	1	2	12	2
BSCL2_+_62476557.23-P2	46	54	4	14	24
BSG_-_573030.23-P1P2	33	192	26	45	6
BSN_-_49592554.23-P1P2	3	0	0	8	1
BSN_+_49592319.23-P1P2	20	0	0	7	0
BSPH1_-_48495392.23-P1P2	250	262	446	132	118
BST1_-_15704751.23-P1P2	71	114	47	108	26
BST1_-_15704960.23-P1P2	0	0	1	0	0
BSX_-_122852231.23-P1P2	3	0	0	0	0
BSX_-_122852478.23-P1P2	14	0	13	1	5
BSX_+_122852089.23-P1P2	0	0	2	0	0
BTAF1_-_93683578.23-P1P2	46	0	9	13	9
BTAF1_+_93683612.23-P1P2	19	0	0	0	2
BTBD1_-_83735898.23-P1P2	25	33	0	80	59
BTBD1_+_83735962.23-P1P2	25	75	196	69	14
BTBD10_-_13461786.23-P2	7	0	0	9	59
BTBD11_+_107712217.23-P1	42	20	0	2	8
BTBD11_+_107712230.23-P1	0	0	0	0	2
BTBD11_+_107974944.23-P2	5	0	0	7	2
BTBD11_+_107974991.23-P2	0	0	0	3	0
BTBD16_-_124030878.23-ENST00000260723.4,ENST00000368994.2	248	95	78	257	134
BTBD17_-_72357548.23-P1P2	72	0	1	40	26
BTBD17_+_72357999.23-P1P2	32	11	0	38	14
BTBD18_-_57518435.23-ENST00000436147.3	110	66	88	101	121
BTBD19_+_45274216.23-P1P2	7	0	7	10	5
BTBD2_-_2015006.23-P1P2	15	0	1	6	23
BTBD2_+_2015331.23-P1P2	9	0	0	0	0
BTBD2_+_2015687.23-P1P2	5	0	8	6	3
BTBD2_+_2015698.23-P1P2	11	0	0	0	13
BTBD3_-_11871533.23-P1P2	0	0	0	1	0
BTBD3_-_11871721.23-P1P2	34	34	22	89	21
BTBD6_-_105715213.23-P1P2	39	0	5	52	53
BTBD6_+_105715351.23-P1P2	4	4	0	1	7
BTBD6_+_105715401.23-P1P2	0	0	0	0	1
BTBD7_+_93799194.23-P1P2	5	0	0	0	0
BTBD8_-_92546287.23-P1P2	21	26	3	13	5
BTC_-_75719643.23-P1P2	29	0	0	7	6
BTC_-_75719690.23-P1P2	34	13	0	17	0
BTC_-_75719695.23-P1P2	15	0	0	1	0
BTC_+_75719238.23-P1P2	29	0	0	10	3
BTD_-_15643297.23-P1P2	3	0	0	0	0
BTD_+_15643742.23-P1P2	28	36	29	9	0
BTF3_-_72794533.23-P1P2	3	0	0	0	0
BTF3L4_+_52521964.23-P1P2	1	0	1	0	0
BTF3L4_+_52521967.23-P1P2	0	0	1	0	1
BTG1_+_92539147.23-P1P2	2	0	0	0	1
BTG2_-_203274644.23-P1P2	28	99	8	71	21
BTG2_-_203274971.23-P1P2	3	0	0	0	0
BTG3_-_18985141.23-P1P2	6	0	0	0	0
BTG3_-_18985150.23-P1P2	27	22	0	31	0
BTG3_-_18985193.23-P1P2	2	0	0	0	0
BTG4_-_111383054.23-P1P2	18	5	3	3	0
BTG4_+_111383060.23-P1P2	0	0	0	0	1
BTG4_+_111383070.23-P1P2	15	0	0	91	62
BTG4_+_111383084.23-P1P2	6	0	0	0	25
BTK_+_100640925.23-P1P2	34	37	0	28	15
BTLA_-_112218247.23-P1P2	1	1	0	0	0
BTLA_+_112217895.23-P1P2	31	8	1	38	71
BTN1A1_+_26501670.23-ENST00000244513.6	11	0	0	3	1
BTN2A2_+_26383703.23-P1P2	23	20	2	44	30
BTN3A1_-_26402650.23-P1P2	5	1	15	1	27
BTN3A1_+_26402505.23-P1P2	0	0	0	5	2
BTN3A1_+_26402516.23-P1P2	17	0	0	0	9
BTNL2_-_32379054.23-P1P2	4	8	0	1	8
BTNL3_-_180416279.23-P1P2	0	1	0	0	0
BTNL8_+_180326197.23-P1P2	0	0	1	0	0
BTNL9_-_180467630.23-P1	0	1	0	0	0
BTNL9_-_180480119.23-P2	48	79	69	20	11
BTNL9_+_180467694.23-P1	2	0	0	0	0
BTRC_-_103114088.23-P1P2	24	0	176	0	24
BUB1_+_111435629.23-P1P2	3	0	0	2	0
BUD13_+_116643652.23-P1P2	1	0	0	0	0
BUD31_-_99006788.23-P1P2	14	36	0	7	11
BUD31_+_99006639.23-P1P2	27	6	10	15	1
BVES_-_105584622.23-P1P2	8	0	0	2	0
BVES_-_105584895.23-P1P2	0	0	0	0	1
BVES_+_105584563.23-P1P2	0	1	0	0	0
BVES_+_105584832.23-P1P2	0	1	0	0	0
BYSL_-_41889282.23-P1P2	17	12	96	3	37
BYSL_+_41889249.23-P1P2	9	0	0	89	12
BYSL_+_41889262.23-P1P2	49	16	0	83	41
BZRAP1_+_56405669.23-P1P2	7	1	1	11	11
BZW2_-_16686241.23-P1P2	0	1	0	0	0
BZW2_+_16685800.23-P1P2	19	10	0	0	18
BZW2_+_16685811.23-P1P2	0	0	0	1	0
C10orf10_+_45472971.23-P1P2	12	0	26	2	0
C10orf10_+_45474226.23-P1P2	4	0	0	0	0
C10orf10_+_45474229.23-P1P2	10	0	0	18	19
C10orf107_-_63422790.23-P1P2	1	0	1	0	0
C10orf111_+_15139607.23-P1P2	16	0	0	0	0
C10orf112_-_19493703.23-ENST00000454679.2	0	0	1	0	1
C10orf113_+_21435217.23-ENST00000529198.1,ENST00000534331.1	2	0	0	0	0
C10orf131_+_97668100.23-P1P2	0	0	0	1	0
C10orf137_+_127408303.23-P1P2	1	0	0	0	0
C10orf2_-_102747356.23-P1P2	19	0	18	0	0
C10orf2_-_102747700.23-P1P2	30	0	0	24	3
C10orf25_-_45495798.23-P1P2	0	0	0	0	1
C10orf25_-_45495816.23-P1P2	0	1	0	0	0
C10orf25_-_45496247.23-P1P2	23	159	16	6	11
C10orf32_-_104614097.23-P1P2	47	234	0	25	55
C10orf32_+_104614061.23-P1P2	0	0	0	5	0
C10orf35_-_71390369.23-P1P2	40	33	12	10	14
C10orf53_-_50887689.23-P1P2	27	0	0	14	4
C10orf53_-_50887761.23-P1P2	2	0	18	5	2
C10orf53_+_50887713.23-P1P2	3	8	3	0	2
C10orf53_+_50887746.23-P1P2	2	0	0	4	0
C10orf55_+_75676453.23-P1P2	1	0	0	0	0
C10orf67_+_23633356.23-P1P2	0	0	0	1	0
C10orf76_-_103815506.23-P1P2	1	0	0	1	0
C10orf76_-_103815525.23-P1P2	0	0	0	0	2
C10orf90_-_128210017.23-ENST00000284694.7	14	0	0	0	0
C10orf90_+_128209754.23-ENST00000284694.7	0	0	0	1	0
C10orf91_+_134258140.23-P1P2	0	0	0	1	0
C10orf91_+_134258143.23-P1P2	0	0	0	1	0
C10orf91_+_134259140.23-P1P2	0	0	1	0	0
C10orf95_+_104210815.23-P1P2	2	0	0	1	0
C10orf99_+_85933605.23-P1P2	0	1	0	0	0
C11orf1_+_111750294.23-P1P2	1	0	0	0	0
C11orf16_+_8954523.23-P1P2	93	6	66	159	38
C11orf30_+_76156112.23-P1P2	2	2	18	0	2
C11orf30_+_76156121.23-P1P2	29	44	1	0	4
